"TWEETCL2_","LABEL_"
"makian itu di depan umum suguh untung bunuh diri","NEG"
"hatta prahara pas mbak prahara partai baru","NEG"
"ini keras kepala dan bukan tegas","NEG"
"karena alasan pelanggaran ham tapi kok yang jelas ham setiap tahun mereka ya","NEG"
"lihat perkembangan berita politik di buat geram tahu malu kalau kalah ya kalah jangan jadi pecundang","NEG"
"kalau kalah itu siapa kah mudah hasil keputusan menang kita potensi besar","NEG"
"rekayasa komunis berbuntut tumbang simbol","NEG"
"rekayasa komunis berbuntut tumbang simbol ham kiri","NEG"
"saya prahara mampu menyebutkan saja kelebihan kecuali kelebihan berat badan","NEG"
"penghitungan suara kalah telak di kepulauan aru","NEG"
"penghitungan suara kalah di provinsi info","NEG"
"mendukung ambruk satu ada anjlok ada di dari keanggotaan ada partai terpecah belah","NEG"
"alah mek omong lo kaya lo mah jangan songong","NEG"
"kalau menang itu salah kamu kudu tutup akun ya siap","NEG"
"ini baru berita menang di rumah sakit jiwa","NEG"
"penghitungan suara dengan suara di umum","NEG"
"kalau bohong pasti takut maling teriak maling lah sampah menolak lembaga","NEG"
"kok main curang parah","NEG"
"jika prahara kalah putusan dan tak ada kerusuhan maka rakyat percaya kalau punya baik bangsa ini","NEG"
"pendiri pan minta kekalahan","NEG"
"sukur kalah ini tanggal sip","NEG"
"bagaimana kita membersihkan air di lantai ini masalah harus ini berbahaya dapat","NEG"
"dan mengaku salah baik lagi tinggal nih akhirnya mengaku kalah","NEG"
"penghitungan suara dengan suara di","NEG"
"nek manja ki ra dadi tentara perang capek","NEG"
"kubu lebih banyak kasus korupsi indonesia memilih","NEG"
"pengalihan isu atas operasi politik uang kubu dan","NEG"
"bersumpah akan potong kemaluan jika","NEG"
"pengamat deklarasi koalisi permanen merupakan isyarat kekalahan","NEG"
"niat baik cuma aja pada sinting segala cara","NEG"
"media itu menulis mengaku bahwa dan kalah","NEG"
"media pelintir di media itu menulis mengaku bahwa dan kalah","NEG"
"upaya mengerahkan masa tanggal juli ke hanya bentuk kebodohan melibatkan rakyat tak bersalah dengan uang","NEG"
"kalaupun kubu akan kecurangan hingga mustahil bisa tutup selisih suara","NEG"
"tak ada untuk memaksakan diri untuk menang jelas jelas kalah","NEG"
"suara kepala daerah tempo","NEG"
"massa akan hadir di juli nanti adalah massa bayaran orang","NEG"
"ini jaman si cerdas ini di culik oleh tim mawar korban hilang jadi","NEG"
"sekarang aku bisa hina cukup sabar bakal rela indonesia dia semoga allah mendengar","NEG"
"sekarang aku bisa hina cukup sabar bakal rela indonesia dia semoga allah","NEG"
"surat terbuka seorang advokat untuk","NEG"
"anak korban penculikan saya tanya nasib ayah hati","NEG"
"jelang kerap isu tak sedap bagi kaum di tanah air","NEG"
"data apa di prahara kalah syukuran kemenangan kita unggul persen","NEG"
"hatta kronis sama suka salah pilih orang suka salah memilih sekutu musuh teman teman","NEG"
"pengin ulang secara langsung dia mengakui rakyat lebaran pak bukan ulang","NEG"
"wahai masih persoalan negara menjadi menerima kekalahan","NEG"
"siap kalah dan menang siap pejantan ayam petelur","NEG"
"antek sampai membuat kerusuhan kayak masa lalu fitnah provokator","NEG"
"to penculikan itu pengalaman sakit ya pak sakit mana pak korban anak saya","NEG"
"aja kalah","NEG"
"berencana massa tak harapan","NEG"
"waktu kecil pasti deh tiap main benteng kalo kalah minta ulang kalah timpuk lawan batu","NEG"
"ini bisa liat ya jelas kalah masih menang coba mas mbak","NEG"
"himbau penghitungan suara tanda siap kalah pengamat politik","NEG"
"kalah via","NEG"
"anggap semua proses cacat","NEG"
"video sebut tak berhasil komisi pemilihan umum akan mengumumkan","NEG"
"mulai kalah suara rakyat mau semua","NEG"
"dalam catur mengorbankan kuda gajah sampai perdana menteri sekedar melakukan tapi gagal","NEG"
"begini pernyataan lengkap di video tidak berhasil memenangkan via aja tegas","NEG"
"ya saya tidak berhasil","NEG"
"kalo bocor mah lama sinyal koalisi","NEG"
"sekarang baru jelas arti ucapan hanya dengan cara curang kami bisa sukses deh pak","NEG"
"amien rais kekalahan ini tanggapan panglima perang badar jalan kaki","NEG"
"minta rekapitulasi tak siap kalah","NEG"
"iya kalah tak ada sejarah menang karena curang","NEG"
"kalah kok tunda minta rekapitulasi suara nasional","NEG"
"yang di pendukung besok kalah dalem aku besok takut bisa on lagi","NEG"
"mas hatta dan amien rais gagal bertemu semalam amien berniat meyakinkan menerima kekalahan","NEG"
"semua mengatakan kalah akan ke polisi lembaga sampai tukang pecel","NEG"
"sing dadi presiden kui nek kalah stroke mati","NEG"
"potong kelamin kalo kalah ludah sendiri pengecut di","NEG"
