@relation JKW_TWCL_1

@attribute TWEETCL_ string
@attribute @@class@@ {POS,NEG}

@data
'ini alasan tanda tangan perjanjian muharam jadi hari santri ciee jualan agama nih yee',NEG
'ga dilaporin nih bus berkarat sama apbd jakarta loh luar biasa hukum di negeri ini',NEG
'tuh snjata klo klh pilpres no elektabilitas anjlok pdip cium konspirasi curangi pemilu',NEG
'tak solid dukung pdip bisa blunder openfollow',NEG
'fakta tentang apa anda punya bukti valid gak kalo itu pki',NEG
'calon presiden nomor urut mengapresiasi performa pendampingnya da eknm',NEG
'istrinya puasa apa gk ya kok gk ikutan sahur bareng sahur dengan sayur cc',NEG
'elektabilitas turun internal pdip tegang',NEG
'panasbung juga tidak boleh pakai bung jadinya apa dong panas panascyiint',NEG
'bener pendukung rata lulusan sd so what biasa aja apa yang disampaikan jk itu',NEG
'tadi sepertinya di belakang duduk sofyan wanandi bagaimana bisa pro rakyat kalau pendukungnya',NEG
'warga natuna kecewa kepada',NEG
'para pendukung sebaiknya klarifikasi twit atau memang kebenaran yg tak bisa dipungkiri dibantah',NEG
'ada di bungkus nasi kucing pintarpilih',NEG
'membangun revolusi mental kalau kita flshbck melanggar sumpah gubernur katanya mau menjabat th',NEG
'kalo pemimpinnya aja boneka gmna sudah membuktikan secara sederhana bahwa masalah',NEG
'meni geleuh yang dibelakang pki semua kaget juga bacanya bener kata pak dimas',NEG
'hanya kompas yg berani melawan arus mengunggulkan bossnya yang penting senang dg hasil surveinya',NEG
'ah pasti photoshop orasi di depan warga madiun via',NEG
'namanya aja jokoplak caprestaxi ogar kasih skor merasa puas',NEG
'dan skrg fadli zon and his troops mempersoalkan makannya pakai tangan kiri dan bukan tangan kanan fiuh',NEG
'klo dukungnya waktu pilpres doang buat apa dukungan untuk palestina diharapkan dulang kemenangan di pilpres',NEG
anjing,NEG
'ternyata pendkg kualitasnya rendah dan tdk beretika tdk pantas berdebat dgn saya',NEG
'pendukung orangnya bodoh dan pendendam',NEG
'ini yg bilang ngerti agama timses puasanya mulai syawal',NEG
'jk kalah telak sya pendukung nmun sya akui jk kehilangan pemikiran',NEG
'jelas ava komunis kcuali tobat tuh kan sy dibully lg sy bkl bilang dah ke komunitas sy gk akn pilih bpk',NEG
'saya mendukung palestina merdeka emang lo siape wi pencitraan lo udah kecium',NEG
'maca cih td mah telak banget puji jk kuasai materi debat',NEG
'sebar klaim bohong di tasikmalaya muharrik dakwah',NEG
'amd dari jaman yusuf nasibnya saja baik skr stress pringas pringis bakal kalah dan banjir macet jg tdk beres',NEG
'atuhlah bodor ada yg ngekomen gini kentut pun wangi bagi pemuja',NEG
'rakyat cerdas tak mau dibodohi senyuman manis pak di depan kamera',NEG
'di twitter pendukung gak suara',NEG
'urus jakarta dulu dukungan untuk palestina diharapkan dulang kemenangan di pilpres',NEG
'modus ya pak dukungan untuk palestina diharapkan dulang kemenangan di pilpres',NEG
'tunggu ajalah juli ajakin semua pilih nomer jgn smpe org beliin suara org',NEG
'berapa skor kayak bola saja hahahahahahahaa ngeles aja nya jkw jago ngeles',NEG
'kpk diminta usut temuan bpk soal apbd dki era',NEG
'ibda binafsik rakyatmerdeka harus merevolusi mentalnya sendiri via',NEG
'diteriakin pencitraan gitu metrotv pasti ganti voice nya jadi pemberani',NEG
'aslinya kliatan minta taraweh diundur demi debat capres',NEG
'lebay taraweh tuh kan sunat astagafirullah hanya karna debat capres cawapres',NEG
'elektabilitas bikin pdip tegang pintarpilih',NEG
'saya punya ide gimana klo misalnya ibu mega capresnya dan pak tetep wapres karena emang begitu kudunya hehe pak jadi jadian',NEG
'kristen ya pantas dukung jadi heran mengapa semua orang kristen katolik dukung ya',NEG
'mesin pdip tidak maksimal dukung',NEG
'kok belakangnya ra enak yo dukungan untuk palestina diharapkan dulang kemenangan di pilpres via',NEG
'tangkap usut sampai tuntas kpk udh gak pny gigi korupsi dana pendidikan masyarakat solo desak kpk tangkap',NEG
'membangun mrt setelah tertunda th emang bener tapi emang proyeknya jadi sampe tuntas kemana urusan belom kelar malah pergi',NEG
'jahat banget sepupu lo lihat pocong malah dibilang lihat mentang suka pencitraan ke tempat gituan lolololmao',NEG
'adalah sang penjagal kaum islamis bila jadi presiden nanti hii syerem cc',NEG
'tabloid obor rahmattan lil alamiin dianggap oleh pesantren al anwar adalah tabloid dusta dan fitnah',NEG
'astagafirullah hanya karna debat capres cawapres minta salat tarwih di undur',NEG
'bohong besar dana dari rakyat',NEG
'diemin aja nnti rakyat yg mngadili lagi kebohongan dipatahkan',NEG
'betapa hinanya orang pintar yg tahu korupsi tapi tetap mimilihnya apa lagi sampai ngajak orang untuk',NEG
'liat aja muka liciknya',NEG
'kalla jelas nyata capres dan cawapres pencitraan hasil pemberitaan media metro tv',NEG
'pdip megawati indonesia hebat lol awas bahaya laten koruptor pdip',NEG
'tdk heran bro sikap pendukung dinilai jauh dari etika dan nilai agama',NEG
'dimedia asing untuk menebar fitnah auumm budek kuntet yang bacaannya cuma metro tv media indonesia tempo detik kroninya',NEG
'malah negara as dkung boneka utk lalu fitnah islam di indo si negara supreme ini emang paling sering bikin issue',NEG
'ya iya lah krn pak alex ga ambisius klo itu ambisius mencuri uang masyarakat dki termasuk uang anda pikir yg matang',NEG
'ternyata pendukung mentalnya selevel sama nicun nicong penyembah agnez kalapiun',NEG
'jk plin plan kontradiksi dgn visi misi jk akui tak setuju pendidikan gratis',NEG
'oh ya terakhir tuh lembaga survey bayaran ga ada tuh yg umumkan hasil surveynya',NEG
'ibu adiknya kristen tp dia mengakui beda ngaku islam hahaha',NEG
'jurus bus karatan transjakarta nya mana efisiensi anggaran jurus pangkas hutang indonesia',NEG
'bus karatan prof prawoto juga jadi tersangka bppt gelar aksi solidaritas cc',NEG
'kesalahan kedua kata dia adanya kubu yang tida solid dalam tubuh parpol pengusung kalah',NEG
'rakyat tidak bodoh ditipu terbukti pencitraan bukanlah segalanya',NEG
'catut nama ulama mui desak media pro minta maaf',NEG
'bacaanpagi ahok bongkar kebohongan besar',NEG
'konsep revolusi mental jkw tepat di tujukan bagi pendukungnya yg cacat mental yg serang segel rusak kantor',NEG
'timses bangun opni pilpres curang agar diulang',NEG
'ga sadar penyegelan kantor tvone scr paksa strategy pki ingat kt jkw kt bikin rame',NEG
'kan rakyat bisa buktikan kemunafikan jkw',NEG
'masyrakat makin antipati lihat kelakuan jokowers insyaallah jkw kalah di tgl juli nanti',NEG
'gambar aksi anarkis anak buah timses akan jadi putaran berita nasional dari',NEG
'gambar akn jd putaran nasional yg berimbas ambrol total elektabilitas sbagai capres anarkis http',NEG
'kayaknya kena gejala trauma deh jadi membabi buta haha rakyat makin banyak tak mau jkw',NEG
'aksi mendemo fahri pks ini adalah bukti bhw santri yg selama ini mrk klaim dukung jkw tak lbh dr anak seperti ini http',NEG
'gambar ini kl diputar secara nasional oleh tvone elektabilitas dijamin rontok secara nasional',NEG
'bang sdh kehilangan kehormatan sbg seorg intelektual siapapun yg merapat jkw mndadak hilang kehormatan',NEG
'ciri pendukung no bodoh nasbung tdk bermoral',NEG
'sdh kehilangan kehormatan yg merapat jkw mndadak hilang kehormatan',NEG
'pernyataan anies bagaikan jkw bohong anies lebih bohong lagi by has been chirpified',NEG
'awal kehancuran sebut kader pdip anggota pki tvone yogyakarta disegel massa',NEG
'jadinya wajarlah kalau dia perintahkan siaga satu kepung tvone karena sudah mengkhawatirkan elektabilitas menjelan',NEG
'adalah boneka boneka adalah dan kita bukan boneka salam garuda merah',NEG
'kayak gini muncul nggak di metro tv serangan fajar sudah kubu',NEG
'betul kata kalau nyapres hancurlah negeri ini',NEG
'bukti terafiliasi pdip dan telah disusupi paham komunis pki',NEG
'fakta yg akan menenggelamkn',NEG
'gerus suara coba benturkan pdip dengan tni ad',NEG
'kita coblos no saya adalah kamu kamu adalah kita dan kita adalah bangsa indonesia',NEG
'kamu adalah mega kali saya adalah kamu kamu adalah kita dan kita adalah bangsa indonesia',NEG
'duh kalo kampanye suka begitu sih sering ngejatuhin nyindir pak miris kalo liat macan asia kampanye',NEG
'jkw dki presidennya saya adalah kamu kamu adalah kita dan kita adalah bangsa indonesia',NEG
'senjata makan tuan hasil revolusi mental jkw tindakan anarkis di tvone by',NEG
'bnr kt jk hancur negri ini di pimp jkw tolong sebarin ke pelaku kekerasan dibolehkan kok http',NEG
'maksud hati mencari dukungan apa daya jkw ditolak sana sini by chirpstory',NEG
'kebayang ngga sih jokowers kalo nanti kalian protes kebijakan jkw tapi di jawab siapa suruh milih saya lol',NEG
'namun ternyata msh ada satu orang paling tolol sedunia bernama yg bercita meneruskan mimpi komunis di indone',NEG
'blunder kubu jkw dengan tindakan anarkisnya by has been chirpified',NEG
'kita gak pembohong jkw hobi berbohong jkw bukanlah kita',NEG
'serangan tv one ke dinilai nodai kebebasan pers',NEG
'satgas angkatan ke lima pki ingatkan tni dan polri netral jika tidak akan berhadapan satgas joko',NEG
'terungkap pencitraan ala pki oleh',NEG
'ldii di kbu jkw bsm syiah jil sipilis perlu diruqyah',NEG
'om can bukanka ini tehnik agitasi dan propaganda yg bermata dua kubu jkw lihai memabaca situasi dan merekayasa',NEG
'kompilasi jkw aseng asing dan antek by',NEG
'kubu sebelah bangga ada pembela pemerkosa dukung jkw lewat video selamat ya bergembira diatas korban pemerkosaan',NEG
'jkw jujur lepas tuh peci malu in islam doang kau pak dorong publik pilih',NEG
'kg iq super bintang cukong super kaya sengaja pasang jkw sbg bumperny satrio piningit nya yg bakal kuasai ina sia',NEG
'saya akhirnya pilih gak apa kan soalnya beliau sudah saya ketahui keberadaannya dr thn an kalau pak jkw br bbrp thn ini aja',NEG
'mba jika jkw sj yg muslim mrk kafir kafirkan lalu kami ini yg non muslim biangnya kafir ya mba is pemilih di qatar',NEG
'pengennya jdi booster buat elektabilitas jkw tpi trnyata ngga ngefek jkw jdi presiden twitter aja',NEG
'dear mr drpd menyerang stasiun tv ktr salah satu ormas mending tenaga simpatisan jkw dipakai nyerang israel dukung palestina kan',NEG
'dibelakang jkwi banyak jenderal binaan moerdani kubu jkw bisa juga pakai spionase',NEG
'hemat sy santri mana yg dukunh jkw imin itu coba hibur saja ya ada tp sedikit laj',NEG
'gw kasian ngeliat pndukung jkw dibayar brp smpai ad yg rela mati sgala emg klo jkw jdi presiden hdup lo ba',NEG
'mega serahkan jkw kpd rakyat ya pdip lah yg betul bukan rakyat gak perlu eksploitasi rakyat tetus an lah',NEG
'jkw dianggap tak bijak soal tvone via',NEG
'bukan krn mengandung unsur babi tp ini serius ulama mengharamkan memilih mrk',NEG
'nggak salah yg galak itu para pendukung dan antek anteknya termasuk anda',NEG
'munirterlupakan betulkah timses dan lsm ham yg bondong mendukung jkw sengaja melupakan kasus munir',NEG
'sy dukung yg bkn jkw krn capres no ini sudah seperti nabi oleh sekelompok org tdk pernah salah dll',NEG
'makin terbuka aja kompilasi jkw aseng asing antek by has been chirpified',NEG
'salah pilih si jokuwi jk bikin melorot elektabklitas jkw',NEG
'jika saya terus di tuduh pki kita akan bikin ramai pilpres ini kandang banteng sudah dibuka jkw provokator',NEG
'si jkw emng perlu di revolusi mental nya',NEG
'ga usah takut ingatkan tni dan polri netral jika tidak akan berhadapan satgas jkw provokator',NEG
'nantang dia ganyang ingatkan tni dan polri netral jika tidak akan berhadapan satgas jkw provokator',NEG
'blm jd sdh ngancam ingatkan tni dan polri netral jika tidak akan berhadapan satgas jkw provokator',NEG
'apakah muslim dikubu jkw tdk tau bhw metrotv adalah milik james riady antony salim bukan milik brewok',NEG
'iya rakyat baru ngerasa sekarang mandatnya buat main an jkw itu dikasih mndat lebih oleh rkyat',NEG
'iya dapat ajaran dimana ya jkw itu komunis mas pingin tau deh',NEG
'episode ttg jkw catatan pinggir daftar kebohongan jkw bag by',NEG
'janganpilih banyak pencitraan dan urus dki sj dak becus hastag di tweets sy dibajak pendukung jkw cara culas curang',NEG
'jkw yg nunggu no antrian di kpk masalah apbd dki transjkt karatan apbd solo utang banyak mikir',NEG
'wiranto dipecat gusdur sebagai menkopolhukam jg krna isu pelanggaran ham oleh wiranto pndkg jkw hendropriyono jg terlibat kasus talangsari',NEG
'baca ini lol bgt kampanye positif ditangkap kronologis penangkapan relawan saat sebarkan tabloid',NEG
'seret aja baca ini lol bgt kampanye positif ditangkap kronologis penangkapan relawan saat sebarkan',NEG
'siapa yang penipu anggap koperasi tak tepat untuk petani dan nelayan',NEG
'tm calon presiden terlihat takut ketika ditanya mengapa ia tidak melaporkan kasus korupsi pengadaan',NEG
'dia memang komunis kali pakdee demikian juga orang di blakang jkw',NEG
'ga suka aja gue liat jkw wk',NEG
'berita viva yg tdk tepat mengartikan pernyataan jkw adlh ini',NEG
'sekali lagi jkw memahami arah prtanyaan hata trsebut sayangnya di saat jkw ingin mnghindari itu jk malh ambil alih dan sedikit emoisonil',NEG
'kalian ributin soal kostum dani tp kalian merem soal kostum si oneng di kubu jkw',NEG
'tutup mata hati kerugian negara sebesar akibat kepemimpinan jkw',NEG
'pemimpin tak patuh hukum calon presiden capres nomor urut dua dinilai sebaga',NEG
'wajib baca buat jaga rencana isu fitnah kerusuhan oleh kubu jkw by',NEG
'jadikan muharam hari santri janji bertentangan dengan islam rahmatan lil alamain dukung pra',NEG
'amazing ini bkn foto belanda kostarika ini foto menyatu dg pendukungnya di gbk http',NEG
'dinilai ciderai cita cita luhur pendiri bangsa',NEG
'dalang kerusuhan mei dukung',NEG
'kemanaa proyek mobil smk solo dih bullshit katanya bakalan memajukan proyek mobil smk solo',NEG
'catatan pinggir daftar kebohongan jkw bag by',NEG
'tunduk sama moncong putih',NEG
'kenapa enggan usut sidik jadikan sbg tersangka konspirasi global',NEG
'tokoh ke dan salah indikasi kalau anu memang daftar nama cukong lewat',NEG
'berisik nih pendukung jkw',NEG
'jkw hari mau pecahkan rekor dunia umroh minimal berapa hari pencitraan',NEG
'revolusi mental ala jkw tim mereka siap menang tapi ga siap menerima kekalahan mdh rsj grogol masih ada tmpt tuk mereka',NEG
'di debat capres jkw ngeles masalah koperasi eh bohong lagi masalah green city hadeeuh',NEG
'jkw ngibul melulu klh ternyata takpernah beri penghargaan kejkw via',NEG
'yuk mas buka mata hati saya juga nyesel dulu pro habis an jkw jadi gubernur dki',NEG
'ojokuwi hdupnya mistis brng cukong dan timses nya jkw ke dukun indo cukong bawa biksu dr tibet ke pik ritual bwt nutupin mata rakyat',NEG
'politik pencitraan dan minta kasihani sungguh terlalu pak jok siap siap setelah gagal pilpres awal tahun jkw jadi tersangka kpk noted',NEG
'jkw hari mau pecahkan rekor dunia umroh minimal berapa hari pencitraan allah yg tau',NEG
'hampir semua lembaga survey pro jkw sekarang tiarap persis seperti laporan the sidney morning herald akhirnya kalah',NEG
'puluhan juta muslim dibodohin metro milik aseng agar milih moncong yg didukung nonmuslim komunis dukung jkw ri',NEG
'gabungan raja tipu jkw tak pantas dipilih selain jk rajanya kolusi by',NEG
'plus video sex yahudi kafir cina boneka herbertus pki komunis udah cont',NEG
'ahok yakin kalah di jakarta',NEG
'yahudi kafir cina boneka herbertus pki komunis udah gak mempan skrg org ibadah umroh msh saja diutak atik',NEG
'laporan kpk hutang rp jt hutang yg sederhana rp milyar sumber',NEG
'adalah media pengecut cemen karena hanya menghadirkan timses jkw doank ngaca lah weleh pengamatnya bayaran pula keliatan',NEG
'islam dihina lg oleh media pro jkw biadab nih',NEG
'jkw sering bcr ttg fungsi mngment planing kontroling klo itu bnr dilaksanakan kasus korupsi bus berkarat tj gak terjadi',NEG
'terkenal setelah di tayangkan di begitu dasyatnya pencitraan jkw sehingga simpatisanya meganggap dia nabi ampunn sadar',NEG
'jika anda memilih jkw krn revolusi mental yg digembar gemborkan maka lihat bgmn menyikapi pendukungnya yang menyegel tv one',NEG
'dr kmren jg udh berulah udah ketahuan kelakuanya berpotensi berulah jk kalah',NEG
'terkenal setelah di tayangkan di begitu dasyatnya pencitraan jkw sehingga simpatisanya meganggap dia',NEG
'terkenal setelah di tayangkan di begitu dasyatnya pencitraan jkw',NEG
'litbang kompas lsi dll tu lmbga survey bayaran cukong jkw ga kredible',NEG
'waspada perlu diwaspadai smua daerah krn mrk mlm smua bergerak tim tertangkap lkkn serangan fjr',NEG
'waspada perlu diwaspadai smua daerah krn mrk mlm smua bergerak tim tertangkap lkkn serangan fjr http',NEG
'tim tertangkap serangan fajar',NEG
'kirain cm isu gosip tim tertangkap lakukan serangan fajar juli curang panik jkw',NEG
'dipertanyakan kpd jkw pencitraan kbohongan kerja mereka',NEG
'reputasi koalisi pendukung jkw di mata umat semakin rusak dgn terjadinya tindakan anarkis koalisirapuh',NEG
'ironisnya jkw sendiri tidak terlihat menolak tindakan anarkis tsb koalisirapuh',NEG
'nyelamatin rekl benoa tapi ngarep ke jkw gak sadar tuh dibelakangnya ada cukong mentornya',NEG
'andai memilih jkw dengan alasan sederhana saya tak mengerti kemiskinan yg dia pertontonkan di tengah gelimang hartanya tidakmemilih',NEG
'serang fajar tim sdh ada yg ketangkap tuh nonton pildun tetap waspada man teman',NEG
'beban besok ada di para saksi laporan dari jabodetabek ternyata banyak saksi palsu dari yg pura jadi saksi no',NEG
'maliing tim tertangkap lakukan serangan fajar',NEG
'what jkw berkah itu kan berkah menurut anda kalo menurut aku ya penipu ulung trus mau apa km mau km anggep nabi ya hehe',NEG
'laporkan waspada serangan sahur fajar yg semakin gencar',NEG
'andai memilih jkw dengan alasan sederhana saya tak mengerti kemiskinan yg dia pertontonkan di tengah gelimang hartanya',NEG
'andai memilih jkw dgn alasan kepemimpinan saya tak melihat kepemimpinan yg menonjol selain pencitraan tidakmemilih',NEG
'dan akhirnya kehilangan suara dan akhirnya ampe skrg ga dapet undangan cakep dah kelakuan kpu nya',NEG
'ini curang bukan sih mbak gagalpaham jonru tim tertangkap lakukan serangan fajar',NEG
'inilah karakter sombong pendukung jkw pada termakan pencitraan tanpa tw apa',NEG
'timses jkw boyolali tertangkap lakukan srangan fajar barang bukti kartu indonesia sehat dan segepok uang palsu',NEG
'kompas tempo detik dll udah jadi media buat pencitraan jkw pantas lo terbuai',NEG
'si jkw ngomongnya aja mendukung penuh kemerdekaan palestina pencitraan huu',NEG
'inget kata pak jk kalo jkw jadi presiden bisa hancur negeri ini jadi kita pilih nomer berapa haha',NEG
'itu jg aq tau aq cm pgn bukti itu omongan jkw bneran apa cuma pencitraan',NEG
'gue inget kata kata abang gue jangan pilih perang islam',NEG
'berjejer mereka anti pdip dan anti',NEG
'bagian mana yg sederhana usah bohong mengenal sosok sederhana capres di',NEG
'tim jk tertangkap tangan lakukan serangan fajar curangteriakcurang jokokallah',NEG
'revolusi mental dipopulerkan bapak sosialis komunis karl marx diteruskan ketua pki dn aidit kini diusung',NEG
'tim tertangkap lakukan serangan fajar telinga mata dan hati rakyat',NEG
'serangan fajar relawan ditangkap panwaslu',NEG
'serangan fajar yg tertangkap kamera tadi sahur nheuri',NEG
'lakukan penghinaan terhadap islam jakarta post media pro akan dilaporkan pada polisi dan dewan pers',NEG
'salam pks nang ketua kpps pendukung ditangkap sebagai pelaku money politics',NEG
'kita bikin rame tim tertangkap lakukan serangan fajar',NEG
'ketua kpps pendukung ditangkap sebagai pelaku money politics',NEG
'tim tertangkap lakukan serangan fajar hanya kecurangan yang memenangkan jokuwi jk',NEG
'lembaga survey gk bsa percaya lagi kemungkinan rusuh pendukun jkw chaos karena klaim menang',NEG
'sebelum kpu menetapkan wkt kampanye jkw sdh duluan sekarang sebelum hsl real count ditetapkan kpu jkw sdh deklarasi sbgi presiden qc',NEG
'jkw ngaku menang lalu riya dgn melakukan deklarasi pdhl hanya quickcount jd ketika realcount mrk kalah mrk bs modu',NEG
'kita tau makna dari slogan hanya kecurangan yang mengalahkan itu sebabnya langsung deklarasi',NEG
'waspada melihat adanya potensi kerusuhan jika kalah by has been chirpified',NEG
'jdi menangin dulu eeh melihat adanya potensi kerusuhan jika kalah by has been',NEG
'mbelkedes ga mungkin itu hanya pencitraan tipu pd kader marhaenis jng percaya jkw',NEG
'pembentukan opini dr awal akn mnang kcuali jk dcurangi deklarasi kmnangan kubu lmbga survey mmenangkan',NEG
'melihat adanya potensi kerusuhan jika kalah by',NEG
'follow melihat adanya potensi kerusuhan jika kalah by',NEG
'melihat adanya potensi kerusuhan jika kalah by has been chirpified',NEG
'deklarasi kemarin di rumah megawati hanya diisi asli orang orangnya mega orang orangnya tak nampak hadir',NEG
'emang itu siapa pencitraan lu minta pbb hentikan serangan israel ke palestina',NEG
'menaggapi deklarasi rachmawati soekarno putri rachmawati megawati terlihat haus kekuasaan',NEG
'firstly like jkw coz dia pkerja keras tp sejak dia mempublikasikan betapa dia sbgai boneka saya jd kecewa',NEG
'deklarasi jkw menang pilpres sdh direncanakan jauh hari karena kubu sdh tahu akan kalah itu tidak boleh terjadi',NEG
'ad yg blg kl jkw jd presiden stelah itu dgulingkan krn tsk korup tj jk naik sbg presiden lalu puan naik sbg wakil bener ya',NEG
'ya allah jkw melakukan pencitraan lg jlas si die di dkung amrik istri dan sekutunya zionis mau taqiyyah lg ya',NEG
'ahok ttp bakal jd gub jkw kesrempet bus karatan ngeri banget dah',NEG
'qc yg memanangkan jkw sy yakin adalah hasil rekayasa hendropriyono dan penggiat cukong dari cina',NEG
'aajiibb kalah telak di papua ini hasil real count oleh pks di provinsi merdekacom',NEG
'pendukung jkw kelakuan preman kantor jsi dilaporkan dilempar botol berisi bensin',NEG
'selanjutnya adalah tribunnews bosawa dan kompas juga dikontrak untuk pencitraan palsu sejak',NEG
'selanjutnya adalah metro tv media miik surya paloh ini adalah corong nomor peliputan pencitraan',NEG
'lihat muka saat deklarasi terlihat bukan seorang pemenang terlihat pucat',NEG
'isu mau dihabisin kembali mencuat',NEG
'deklarasi menang pilpres sdh direncanakan jauh hari karena kubu sdh tahu akan kalah itu tidak boleh te',NEG
'hmm dasar tukang bohong gt kabar menang di jeddah bohong ini buktinya via',NEG
'jadi intinya adalah dan dahlan untung karena pencitraan metro tv sedangkan surya paloh untung krn dananya lan',NEG
'bersyukur tdk pernah memilih jkw baik saat pemilihan gubernur maupun saat pemilihan capres',NEG
'pak ada isu nanti ada kerusuhan di indonesia timur karena polisi mau menangkan jkw tapi pihak tn ga mau karena megawat',NEG
'intinya survey tertutup jkw kalah penembakan kader pdi pembunuhan rusuh lawan aparat',NEG
'dan pelanggaran kode etik itu sama sekali tidak disidangkan oleh komite etik kpk anggt komite etik kpk itu anies times jkw',NEG
'melihat adanya potensi kerusuhan jika kalah by is gaining lot of attention',NEG
'klaim tnp bukti jgn lecehkan kami pemilih jujur tim laporkn dugaan kecurangn masif',NEG
'dasar penipu punya malu sdh merubah tp ngaku sontoloyo sebarkan agar smua tahu bhw kubu jkw merubah data',NEG
'ayoo ingat pesan bung karno ya bukti jkw antek asing',NEG
'kl jkw serupiah sj manggil media sedunia haduhh raja pencitraan',NEG
'iya lah kita mah gak anarkis emang kayak pendukung jkw utang aja digembar gembor',NEG
'kiamat kali ya colek juga melihat potensi kerusuhan jika kalah by',NEG
'melihat adanya potensi kerusuhan jika kalah by chirpstory via',NEG
'ujung nya tekanan buat kpu rusuh atau jkw menang',NEG
'jkw tahu real count dia suaranya dibawah bowo jkw jg tahu sby lah lawannya saat ini sby sang raja pencitraan takutnya',NEG
'di malaysia juga tim jkw emang pd koplak ngaku menang di arab ealah skrg keliatan klaimnya palsu',NEG
'kpk punya siapa maling kok teriak maling urus korupsi jkw berani gak tunggu laporan kongkalikong pilpres',NEG
'maling kok teriak maling urus korupsi jkw berani gak tunggu laporan kongkalikong pilpres',NEG
'ada brp bnyk orang yg kehilangan kredibilitas dan reputasi hanya karena mendukung',NEG
'benci saya udah nyampe ubun liat kelakuan jkw partainya',NEG
'lbih ngawur jkw klemer antek pki dan cukong cina serta metro tv',NEG
'deklarasi jkw menang tipuan qcount sdh direncanakn jauh hari krn kubu jkw sdh tahu akn kalah itu tdk blh tjd',NEG
'kasus tvone kasus yogya pks yg anarkis saha weew serem kubu jkw mah apalagi ada isu dia dibunuh demi gagalin kpu tau ah',NEG
'keganjilan kubu jkw mendeklarasikan kemenangan by chirpstory',NEG
'insyaallah jgn sampe colek juga melihat potensi kerusuhan jika kalah by',NEG
'colek juga melihat adanya potensi kerusuhan jika kalah by',NEG
'kubu tahu mereka pasti kalah siapa juga yg mau pilih korup penipu pengkhianat pki lagi hny orang gila',NEG
'kebangkitan komunis indonesia via by is fantastic',NEG
'karena cuma di quick count bisa menang stoppenipuanpublik kami percaya quick count',NEG
'jgn dibunuh dulu jakarta masih macet banjir skenario pembunuhan',NEG
'ntr klo mng jgn rusuh ya rusuh',NEG
'ada lg nih org bangga dgn kepalsuan jkw',NEG
'islam dilecehin sama media penyokong jkw dari metro ampe tempo selalu pernah ngata in islam sekarang jakarta pos',NEG
'hanya kebohongan yg diciptakan jkw',NEG
'mantaps jkw kapan mundurnya neh kan sudah deklarasi menang tapi nggak pede buat mundur itu mah mencla mencle',NEG
'denger dr temen yg bpknya orang pemda pd bersyukur klo jkw ga jd dki krn klo bikin acara thn baru ultah jkt pk duit pemda suka boros',NEG
'taik kucing lah itu jkw memang serakah jabatan cool pencitraan',NEG
'maksamenang ngajakrusuh lawan indikator ini upaya sistematis membentuk opini menangkan jkw',NEG
'padahal malah jkw yg bawa palestina dlm debat capres ya kok gak konsisten ya kalo diblg pencitraan gak',NEG
'golkar menyeberang ke akbar tandjung lihat hasil pilpres dulu namanya juga cari uang mas',NEG
'tuyul dong om hahahah itu ciri main lilin pencitraan',NEG
'naifnya jokowers yang membenci orba dibanding yg komunis by',NEG
'video dilaporkan ke kpk dugaan korupsi transportasi youtube',NEG
'sering cuti harusnya mundur dong dari gubernur dki penipu',NEG
'bakal rusuh yang menarik itu kalo gagal jd presiden bakal di media darling kan lagi atau cari to',NEG
'dasar media antek nya si capresboneka',NEG
'republik lahirkan ahok ganjar ridwan kamil dst status quo bilang semua itu pencitraan aktiing',NEG
'jkw diam nyuruh kacung nya bikin rusuh dasar makhluk primitif udah goblok tetap aja goblok contoh difitnah',NEG
'dan kenyataannya pdip jkw itu satu paket setobuje maaf pdip punya track record buruk di mata gw heheu',NEG
'ayo saya juga setuju kalo tutupmetrotv cuma tv ini yg terus an pencitraan yg laen udah ga ada tuh ckckck',NEG
'semula berharap dia ditelpon ucapan selamat obama kevin rudd lee hsien liong minimal dari rrc eh ga ada mrka sd',NEG
'sikap ucapan dan tindakan bukan saja sdh melanggar hukum tapi juga inskonstitusional dan membahayakan negara maka',NEG
'gantung tangkap si di cilacap bw uang mobil mau dibagi asal warga pilih eh',NEG
'astagfirullah serem ah tni polri katanya sengaja membiarkan pendukung dan media berbuat anarkis',NEG
'emang rusuh giliran menang bangga lsg posting kl kalah teriak curang',NEG
'da sdh ada laporan dr papua sy baru coba cek kec melagineri kab lanny jaya data tps sdh masuk suara duh',NEG
'mnurut isu bbm yg bredar hr ini bendera pospera sdg siapkan rusuh apabila kalah benar tidaknya alah',NEG
'akun abal pendukung twitnya sangat menghina dan sara dkk',NEG
'aku tdk milih tuh pelanggaran ham itu korbannya puluhan ratusan ribu sebaian besar otak pelakunya di kb jkw',NEG
'trik jkw paling kehilangan kesabaran terima laporan kecurangan di madura kilasindonesia',NEG
'rakyat disana patuh pd seruan ulama madura suara nol di madura bukan pelanggaran pemilu',NEG
'hebat rakyat disana patuh pd seruan ulama madura suara nol di',NEG
'kehilangan kesabaran terima laporan kecurangan di madura',NEG
'di prop papua kab lanny jaya kec melagineri kel yigimeli di tps jkw jk tdk dpt suara http',NEG
'rakyat disana patuh pd seruan ulama madura suara nol di madura bukan pelanggaran pemilu http',NEG
'haus kekuasaa ambisi menang sudah diumumkan di iklan media massa modus penipuan publik',NEG
